1,501.4891,211.0255,22.8042,49.9734,0.93672699
1,370.7085,190.7871,27.5148,54.9644,0.00000000
1,1.0000,381.9085,60.6944,130.2382,0.00000000
1,602.2355,395.3680,37.9112,116.7787,0.00000000
1,635.9348,493.2249,4.2119,18.9218,0.00000000
1,626.8940,458.0035,13.2527,54.1432,0.00000000
2,528.6124,222.1777,22.4922,52.5691,0.99989486
2,69.2255,213.9334,29.9534,53.4930,0.00018579
2,368.7142,194.5103,28.7238,63.8727,0.00000490
2,537.8168,230.3537,26.8054,55.4580,0.00000000
2,602.6804,394.9624,37.4663,117.1843,0.00000000
2,635.7872,493.2044,4.3595,18.9423,0.00000000
2,626.9082,457.3630,13.2385,54.7837,0.00000000
3,564.5382,233.5854,21.9097,52.9585,0.99995738
3,354.8312,208.2690,30.9887,61.7388,0.00002499
3,120.5807,195.8429,24.2055,53.9063,0.00000000
3,595.5574,214.3845,30.4618,62.7365,0.00000000
3,579.9906,219.5288,29.9634,60.7386,0.00000000
3,550.8708,198.5381,49.9897,99.2583,0.00000000
3,634.0633,231.7577,6.0834,73.6342,0.00000000
3,634.7563,155.7715,5.3904,75.8482,0.00000000
3,602.5772,395.3096,37.5695,116.8371,0.00000000
3,635.9120,493.3456,4.2347,18.8011,0.00000000
3,629.4057,480.2459,10.7410,31.9008,0.00000000
4,360.1105,216.4123,36.5213,63.1931,0.00000002
4,123.3952,242.0997,29.6868,61.2371,0.00000000
4,630.8864,169.7764,9.2603,80.0290,0.00000000
4,602.6218,20.7551,37.5249,263.8373,0.00000000
4,620.7251,29.0595,19.4216,138.6091,0.00000000
4,634.1208,80.9145,6.0259,73.7968,0.00000000
4,602.3621,395.3777,37.7846,116.7690,0.00000000
4,628.5019,95.0988,11.6448,104.4200,0.00000000
4,635.8914,493.3503,4.2553,18.7964,0.00000000
4,629.3246,480.5750,10.8221,31.5717,0.00000000
5,62.5243,213.4354,24.4330,55.7673,0.00000051
5,390.8837,208.8354,25.9610,54.1447,0.00000000
5,635.8062,493.4543,4.3405,18.6924,0.00000000
5,602.2746,395.1796,37.8721,116.9671,0.00000000
5,629.3572,480.9115,10.7895,31.2352,0.00000000
6,597.1992,186.4907,24.6463,55.7283,0.00000000
6,451.4825,218.7500,26.5451,59.7323,0.00000000
6,637.3049,189.5816,2.8418,63.3744,0.00000000
6,630.2535,1.0000,9.8932,51.6402,0.00000000
6,596.5480,16.1581,43.5987,265.6670,0.00000000
6,637.7378,55.9503,2.4089,65.8335,0.00000000
6,634.5435,157.2603,5.6032,75.5098,0.00000000
6,631.2813,49.1141,8.8654,81.6871,0.00000000
6,602.4936,395.5125,37.6531,116.6342,0.00000000
6,635.9595,493.2009,4.1872,18.9458,0.00000000
6,629.2797,479.9287,10.8670,32.2180,0.00000000
7,584.7227,216.6927,24.2510,68.3768,0.00000000
7,424.2434,219.1876,24.7563,53.6309,0.00000000
7,631.5795,208.0384,8.5672,85.6004,0.00000000
7,1.0000,41.6262,57.4350,263.2333,0.00000000
7,627.8801,459.2251,12.2666,52.9216,0.00000000
7,635.3184,486.6747,4.8283,25.4720,0.00000000
8,15.2651,123.3735,25.4801,63.9843,0.00000060
8,467.3324,213.7602,21.7670,49.0005,0.00000000
8,603.2643,181.1955,36.8824,265.4078,0.00000000
8,637.5323,153.9310,2.6144,64.9121,0.00000000
8,596.5015,34.9883,43.6452,275.1624,0.00000000
8,635.2256,126.7644,4.9211,66.8313,0.00000000
8,623.7267,3.6543,16.4200,137.6823,0.00000000
8,636.0456,214.6678,4.1011,66.8173,0.00000000
8,627.0873,233.0398,13.0594,121.4184,0.00000000
8,626.6296,78.5067,13.5171,124.5031,0.00000000
8,632.3089,486.2277,7.8378,25.9190,0.00000000
9,14.7797,144.8617,37.8186,91.0527,0.00000112
9,62.0252,213.9605,25.8947,53.9310,0.00000000
9,580.0320,217.3526,27.8954,63.9029,0.00000000
9,1.0000,80.7001,60.0242,249.6799,0.00000000
9,601.6618,398.5054,38.4849,113.6413,0.00000000
9,633.8761,125.1402,6.2706,77.4509,0.00000000
9,627.2900,454.4318,12.8567,57.7149,0.00000000
9,636.5380,491.8427,3.6087,20.3040,0.00000000
10,407.8252,206.9839,23.7087,51.5366,0.00000000
10,122.9185,198.6673,27.5883,53.1925,0.00000000
10,627.7844,455.7517,12.3623,56.3950,0.00000000
10,635.4934,485.8731,4.6533,26.2736,0.00000000
11,591.1217,101.0362,43.5508,111.2352,0.00000000
11,559.5974,13.3287,80.5493,248.0400,0.00000000
11,636.1215,203.2338,4.0252,62.5850,0.00000000
11,635.7341,146.4654,4.4126,63.3813,0.00000000
11,635.1281,78.0292,5.0186,69.4971,0.00000000
11,624.5432,94.5808,15.6035,126.8358,0.00000000
11,633.0330,230.9235,7.1137,76.8364,0.00000000
11,629.2238,475.8419,10.9229,36.3048,0.00000000
12,389.2850,194.3131,29.0538,52.2002,0.00000000
12,421.6555,206.0939,22.3501,53.1876,0.00000000
12,607.9561,155.4498,32.1906,87.2591,0.00000000
12,600.8244,120.2166,39.3223,264.3475,0.00000000
12,630.3175,163.3438,9.8292,86.6153,0.00000000
12,637.0157,178.4831,3.1310,67.4593,0.00000000
12,636.3082,142.8101,3.8385,64.2388,0.00000000
12,630.8513,109.2655,9.2954,91.1781,0.00000000
12,627.7040,456.0924,12.4427,56.0543,0.00000000
12,1.0000,84.8651,58.5137,256.5620,0.00000000
12,635.0876,485.9948,5.0591,26.1519,0.00000000
13,17.6246,212.5659,21.9471,50.0079,0.00000523
13,455.3349,209.1023,24.5940,51.4803,0.00000011
13,471.1104,212.6031,23.7813,52.5795,0.00000000
13,629.4629,1.0000,10.6838,50.1117,0.00000000
13,630.1127,482.3864,10.0340,29.7603,0.00000000
14,484.8493,208.4694,29.5189,52.9347,0.00393034
14,24.0036,207.9485,24.5173,51.4093,0.00001671
14,600.9993,194.3187,24.6190,56.0490,0.00000005
14,571.9150,175.7684,55.4731,138.0412,0.00000000
14,451.3384,211.6406,28.3417,62.7889,0.00000000
14,379.7786,215.6581,25.0459,52.3172,0.00000000
14,637.0848,177.6490,3.0619,62.4148,0.00000000
14,636.2296,488.2924,3.9171,23.8543,0.00000000
15,427.0899,213.1440,25.2141,56.0225,0.00000000
15,523.6257,217.4232,37.7945,89.7747,0.00000000
15,410.6912,208.7272,28.4264,59.8753,0.00000000
15,628.7684,457.6793,11.3783,54.4674,0.00000000
15,635.8730,488.0783,4.2737,24.0684,0.00000000
16,576.5012,222.8568,26.5744,51.5744,0.80499089
16,434.6518,210.9810,28.4366,61.3173,0.00000268
16,105.8541,212.7650,24.6561,56.1220,0.00000000
16,447.3514,200.8294,30.3932,58.5251,0.00000000
16,568.9700,188.8178,49.4411,98.7056,0.00000000
16,636.2132,488.4846,3.9335,23.6621,0.00000000
17,443.2517,202.9448,22.1763,51.3265,0.94343835
17,459.8253,198.7298,22.2850,50.3272,0.00616456
17,87.8858,198.9414,21.0594,48.1746,0.00000000
17,472.2697,191.8814,23.9196,50.1127,0.00000000
17,635.2806,148.8567,4.8661,67.0534,0.00000000
17,627.8990,458.7168,12.2477,53.4299,0.00000000
17,635.7255,487.5981,4.4212,24.5486,0.00000000
18,448.2101,212.4933,24.1437,48.7299,0.98690712
18,466.9639,213.6508,21.8016,49.6080,0.19933735
18,52.2512,216.3636,24.9936,49.4241,0.01778033
18,68.6623,211.2893,24.2301,49.2682,0.00000343
18,629.3257,478.6456,10.8210,33.5011,0.00000000
19,464.3172,216.0208,21.8965,49.9163,0.99999994
19,483.8968,213.9689,22.2545,50.1406,0.99563712
19,9.1635,211.3211,23.9589,52.7726,0.00000009
19,548.7455,205.9477,28.6940,52.2601,0.00000000
19,372.3985,213.5077,22.4461,45.9185,0.00000000
19,22.4503,206.3237,26.0918,51.7956,0.00000000
19,635.5542,170.0456,4.5925,62.8886,0.00000000
19,627.2336,455.6442,12.9131,56.5025,0.00000000
19,634.4464,485.7707,5.7003,26.3760,0.00000000
20,517.7018,218.7870,21.7200,50.0119,1.00000000
20,489.5089,219.7569,22.2003,51.3742,1.00000000
20,384.1726,218.5742,24.2569,51.5267,0.00000026
20,570.2778,199.5939,25.4886,51.4627,0.00000000
20,477.3318,216.1142,22.2008,54.2500,0.00000000
20,440.0738,206.5200,24.5328,52.8260,0.00000000
20,634.9326,487.7683,5.2141,24.3784,0.00000000
21,542.5887,216.5033,26.3117,62.1419,1.00000000
21,575.0390,218.5426,24.1294,54.4785,1.00000000
21,564.4150,212.5282,20.5378,51.9688,0.00000000
21,418.4200,208.5734,25.3421,65.4634,0.00000000
21,586.7729,210.5409,23.9252,54.0208,0.00000000
21,531.8976,207.9209,21.8994,54.8819,0.00000000
21,562.5041,188.0349,49.8470,95.4231,0.00000000
21,635.1564,488.0206,4.9903,24.1261,0.00000000
21,627.9660,459.9630,12.1807,52.1837,0.00000000
22,454.5768,216.4887,23.2884,48.0458,0.99989599
22,434.9822,210.3862,24.3618,48.6695,0.00000733
22,514.8470,215.6542,24.5508,62.8788,0.00000014
22,498.3626,104.6823,26.9405,66.1005,0.00000000
22,485.7426,145.9122,37.1000,100.9458,0.00000000
22,470.9633,67.6521,87.0496,238.3311,0.00000000
22,635.0615,488.0179,5.0852,24.1288,0.00000000
22,627.6971,460.2636,12.4496,51.8831,0.00000000
23,522.5660,212.1298,28.0146,63.6949,1.00000000
23,476.3760,210.0542,28.7940,56.6838,0.78971481
23,497.4605,201.4211,29.7077,59.4675,0.00000006
23,542.8508,201.4870,22.7177,50.0787,0.00000000
23,634.9924,488.3350,5.1543,23.8117,0.00000000
24,545.0544,211.2583,28.0838,68.6385,1.00000000
24,570.5912,213.5708,30.0515,59.0013,0.99996245
24,614.8262,197.4023,24.4430,56.9458,0.59531891
24,425.0699,208.5148,22.6666,55.3160,0.00000000
24,440.0541,199.9419,22.5851,53.6601,0.00000000
24,633.9707,181.4657,6.1760,59.3639,0.00000000
25,424.9765,215.9187,26.8580,53.2793,0.00000000
25,524.6053,147.7358,32.1949,68.2062,0.00000000
25,601.9714,113.6822,36.5067,79.4691,0.00000000
25,478.8228,121.2511,41.0377,94.1916,0.00000000
